levels,lowest,high_level,low_level,method,datasets,S_shared,train_time,test_time,mae_error,median_ae_error,minimum_ae_error,maximum_ae_error,mae_relative,median_ae_relative,minimum_ae_relative,maximum_ae_relative,mae_std,median_ae_std,minimum_ae_std,maximum_ae_std,pearson_error,spearman_error,kendall_error,pearson_std,spearman_std,kendall_std
2,PBE,5,5,Multitask,C,1.0,4.187906980514526,1.872244119644165,0.030017834134685877,0.022611949584830718,1.7397924172550712e-5,0.17790854148419313,509.98996986584405,1.6507902216337733,0.004362753991395204,141373.78933688183,1.0360617218346768,0.9642182550013623,0.482189864870928,2.3227766053083947,0.16969207357422955,-0.02031245794254457,-0.015635102571624995,0.18897524005414895,0.06453029326458266,0.043691222570532914
2,PBE,5,6,Multitask,CT,1.0,0.13314604759216309,0.025148391723632812,0.012971200364601917,0.009727893770617696,1.5604533030541372e-5,0.10128782283299731,222.97533597207735,0.7101608424115412,0.0034157857064336735,62016.218823778516,0.7400596452342937,0.6891513714246538,0.35604194007989426,1.645230376318127,0.8548853688044002,0.726011983639742,0.543623503699633,0.1948775212257081,0.05636554067910819,0.03644200626959248
2,PBE,10,10,Multitask,C,1.0,0.0006859302520751953,0.004897117614746094,0.024354377418759822,0.016912466803690518,0.00017843500930086925,0.20176936882700053,486.90920810640046,1.8187639371201998,0.0163145743044163,138192.66449453792,0.8670168177774874,0.8079810834216329,0.38247741919412254,2.1822412035724965,0.30379065534899014,0.15075095046417036,0.10533121732463155,0.3398493959958535,0.18768237482787917,0.1282523510971787
2,PBE,10,11,Multitask,CT,1.0,0.14266014099121094,0.02940964698791504,0.010673541369901724,0.00753673434371367,0.00010032173491844945,0.11117777247407351,209.46119677954343,0.778079774989095,0.0040618225924539154,59902.53633176824,0.6230268721599284,0.5806574679981344,0.2921266161556762,1.5463020441417152,0.9106191449428989,0.822987435727066,0.6472697350328364,0.3336682309593348,0.1744913280403129,0.11865203761755486
2,PBE,20,20,Multitask,C,1.0,0.0006439685821533203,0.0036389827728271484,0.023260341271389106,0.01671561795220688,0.00041676879940554293,0.19676630179712828,296.66949566712503,1.3961497297779404,0.021357843314966835,89008.29782835886,0.7100100786996008,0.6438367098103588,0.2807620606828631,2.103732076459927,0.3544547411225268,0.20274078654469374,0.1451830953079464,0.33488313422045735,0.15376029062783816,0.10344827586206896
2,PBE,20,21,Multitask,CT,1.0,0.22208094596862793,0.04361891746520996,0.010328503165095485,0.007398479473748899,5.574982721624072e-5,0.10924111064353048,126.24511999551166,0.6431863103781738,0.0014165184714908096,37849.580811149164,0.5153851237557974,0.47117370252674656,0.21985354401610194,1.4930901520464186,0.9033876442386911,0.795289162117532,0.6227002881345685,0.329908723473502,0.14926757097237278,0.10262539184952978
2,PBE,40,40,Multitask,C,1.0,0.0017371177673339844,0.004479885101318359,0.018617395493133366,0.014398683175477415,6.330567628851785e-5,0.19860519153594486,148.9426749263634,1.135313526413965,0.001321607851784159,33682.307434376904,0.5583086638724042,0.49139834220346396,0.2282961737258541,1.9684514965951945,0.599920142688884,0.5279045439722175,0.3755951332055779,0.34898791610515445,0.15995041455482964,0.10940438871473354
2,PBE,40,41,Multitask,CT,1.0,0.6062116622924805,0.07302212715148926,0.008596957492649769,0.0062569686282352745,3.0691597961878155e-5,0.11133813583833368,65.46310013478197,0.49352151772918895,0.0025159660002582926,14348.362511775857,0.4117334545045196,0.3635443783984758,0.1835747635492613,1.401847155385497,0.9385041417286172,0.8881837020229293,0.7187053039252482,0.34389108173460986,0.11409046963349251,0.07813479623824451
2,PBE,80,80,Multitask,C,1.0,0.004678964614868164,0.00669407844543457,0.01370390412567957,0.008552229173597613,4.43286041499698e-5,0.16551080232649482,32.596722133670944,0.7380756682811649,0.0030742929484855472,3772.2762703980584,0.41307577061601225,0.36056569002076805,0.15354346832576043,1.801142097705795,0.7460744134224765,0.7300112299701347,0.5461705755471409,0.47662053904915713,0.22138216681803533,0.1484717868338558
2,PBE,80,81,Multitask,CT,1.0,1.6387884616851807,0.13527226448059082,0.006566631330229708,0.004255391556878565,3.936709464978476e-6,0.057454347238867054,23.375927507601027,0.3590921716195659,0.0010441060285524722,3926.34982457587,0.3136716343220615,0.2768167889278743,0.13547421438489454,1.2938126355317265,0.9562457182869208,0.9102369609756402,0.7629459826304228,0.446608016682739,0.16666349280754694,0.1106191222570533
2,PBE,160,160,Multitask,C,1.0,0.021071910858154297,0.01482391357421875,0.010292826869479636,0.006641649795874383,1.6214162703904322e-5,0.115575339310383,93.15364609818334,0.616857066334942,0.006822450221825041,25130.663306855746,0.31061600428245234,0.2671944433513568,0.1271666357835663,1.4279764552722813,0.8540066005295553,0.7926320922260285,0.6319873039477893,0.5794797014922137,0.2212356810125099,0.1473746081504702
