"index","SCAN","Time_SCAN","PBE","Time_PBE"
19989,-0.010046934897101,664.7674,-0.001844667441772,337.1619
3266,-0.00992664937664515,663.998,-0.00559822922701859,328.814
11887,-0.00696253282266684,529.6656,-0.00679123896936289,269.1002
34392,-0.0515227338567608,651.7641,-0.0502586162330701,329.5905
31382,-0.00410245389268115,625.0316,-0.00275285103710324,317.848
13958,2.4431652358794E-05,413.5487,1.9031614519812E-05,213.0702
8360,-0.0251209902699352,600.4009,-0.0252992608151729,300.8392
23973,-0.00502818450378735,576.013,-0.00500492598114193,294.7429
10719,0.00307529905649307,549.3424,0.00389190106495755,282.8306
33753,-0.0630426942372338,670.64,-0.0592577597766699,344.9803
6926,-0.0188293120231231,633.1816,-0.0146179503885841,318.7252
37097,-0.0186615735634511,579.2396,-0.0192878665427706,299.0038
13126,-0.000847976419324832,434.6179,-0.000776867888986574,221.4914
33144,-0.105743954979498,705.1901,-0.100608677011226,357.1084
9316,0.043184026231994,666.918,0.0485104211630884,332.5366
25488,-0.000131636049285796,649.2812,0.00655304971807504,323.7576
630,0.0203299669873427,634.7653,0.0238720259826466,320.1606
3073,-0.0128371551495483,665.547,-0.00797922286789784,339.6317
31275,-0.0054801276170627,662.5135,-0.00160284881014407,346.9548
37548,-0.0127945394385946,564.8572,-0.0115971472461296,287.234
15241,-0.00029902627732493,419.2097,-0.000287388499786422,218.6915
15685,-4.916125947937E-05,370.4999,-5.111217263895E-05,194.7942
28914,-0.132900072958591,732.6538,-0.126845208618093,376.1956
31335,0.0122610131643816,646.7951,0.0119273485787004,335.1802
1826,0.0228998804359396,641.137,0.0285260725068576,329.5062
40303,-0.000134967707521564,537.183,0.000578822572017302,276.5539
24494,-0.00407970993189535,515.0214,-0.00374772574948573,268.8676
8767,0.00221281936805078,531.2797,0.0025023889586919,272.7896
16632,-0.0216331838578004,622.286,-0.0197785165040847,314.7981
24457,-0.00952776928277252,541.6539,-0.00919390397573667,274.1235
14830,-0.00058702754981161,392.6219,-0.000599208022259842,207.1373
45272,0.0646322205693434,608.9648,0.0659228901612184,308.9389
15224,0.000320005453920412,433.1196,0.000370610273543844,222.8743
10779,0.00382258779448916,493.9572,0.00389902498661997,256.7183
27102,-0.0484323798635535,640.5405,-0.0472014896967221,311.6809
15887,5.598252479432E-05,324.0404,5.5441315627036E-05,170.6225
25658,-0.0429216319631182,"NaN",-0.0404871568973566,342.1446
21677,0.00162405106253138,"NaN",0.00805256666072957,328.241
40294,-0.000115177887885738,"NaN",-2.7280723218412E-05,250.4436
38765,-0.00487421145244787,"NaN",-0.00458140196612618,315.1071
37410,-0.0162446111870996,"NaN",-0.0145719012963785,332.9723
39056,-0.00289749012789405,"NaN",0.00176878593745019,319.836
26646,-0.0545189779131492,"NaN",-0.0517058493830608,341.7951
189,-0.0324622397004383,"NaN",-0.0329007118436137,348.5079
19065,-0.0392825344315539,"NaN",-0.0362213730824211,350.003
3748,-0.0409811761959877,"NaN",-0.0393030244402404,322.7369
21949,0.0242896762112541,"NaN",0.0260165641882224,327.3745
18589,-0.00564835015747249,"NaN",-0.00387028055403214,323.3439
42563,0.00444538561369916,"NaN",0.00642571227432791,316.928
32580,-0.0358457808295726,"NaN",-0.0312574228627892,348.1725
1267,0.0220214861387103,"NaN",0.0223576707860233,304.7589
28295,0.00483056737506814,"NaN",0.0142491139834844,363.6148
663,-0.0258783687759996,"NaN",-0.0232996048881254,323.8408
26657,-0.0569858045729143,"NaN",-0.0557539914759406,340.5623
43525,0.0127935713329024,"NaN",0.0169722199772018,318.9192
26734,-0.0611333957998432,"NaN",-0.0599292909329646,331.7741
23289,-0.00926030546232032,"NaN",-0.00913038353776147,289.0895
3890,-0.0559484277759488,"NaN",-0.0524773242237286,342.9378
17749,0.0225578816602196,"NaN",0.0313682610322483,348.0969
30303,0.0259105116161153,"NaN",0.0347981167565786,360.8014
43125,0.00872768240386245,"NaN",0.0216909942324699,350.2007
3420,-0.075960439024403,"NaN",-0.0739850711543402,340.5683
12910,0.00050418491194616,"NaN",0.000500677645212606,226.2987
41975,0.00174403420365182,"NaN",0.00254492192549267,304.5198
21777,-0.0789729033380914,"NaN",-0.0761911440054312,340.7908
37080,-0.0189006261519152,"NaN",-0.0176985077273047,317.7514
40772,-0.000265997530897828,"NaN",-0.00019287661412625,294.8587
23386,0.0117120634683766,"NaN",0.0119398813987779,311.7495
22386,-0.00614712248821273,"NaN",0.0058414995941836,353.181
36976,-0.0191641648658792,"NaN",-0.0147158518938505,337.1967
43286,0.00900149200334039,"NaN",0.0170542999010223,335.6798
1678,0.000390004788818046,"NaN",0.0035972609733343,308.1491
8415,0.02332713311617,"NaN",0.0336929866561206,349.6673
5600,0.0222078335853016,"NaN",0.0239993318293324,339.5013
25289,-0.0343681537101578,"NaN",-0.0341419383282194,315.66
29168,-0.00203194835720871,"NaN",0.00990384611895338,346.5637
26557,-0.0271331650323054,"NaN",-0.0241021842218857,328.5937
28016,-0.0920545931228438,"NaN",-0.0868690104815883,364.6038
37107,-0.0187122500853856,"NaN",-0.0182582211997965,296.8566
9672,-0.0106301212239187,"NaN",-0.00745187817504133,313.5345
21086,-0.0257256692524665,"NaN",-0.0261671788273497,317.2147
33877,-0.0604404978794724,"NaN",-0.0586587639606082,330.577
10884,-0.00365435892770098,"NaN",-0.00348945773539961,254.9387
4832,-0.0636993493929941,"NaN",-0.0625601492297778,333.2296
15902,-1.110586759506E-06,"NaN",-1.693198888232E-06,167.9463
23520,-0.00992658774554529,"NaN",-0.00976348122589178,295.0089
7459,-0.0518253031587758,"NaN",-0.0484861448178903,344.72
33343,-0.0799397701409586,"NaN",-0.076216122255903,352.8906
21313,-0.0111197975047411,"NaN",-0.00658117084742293,327.2573
39475,-0.00179206596118331,"NaN",-0.00185131057255491,263.4107
38539,-0.0042692269294329,"NaN",0.00171411601494418,341.8054
36962,-0.0204040327252836,"NaN",-0.0177249886644832,332.7165
7435,-0.0425252250657716,"NaN",-0.0375427492961755,340.0685
19895,0.00873024509759464,"NaN",0.00890607352118081,322.665
5559,-0.0526605224767663,"NaN",-0.050548774066695,338.1768
45059,0.0593771016384275,"NaN",0.0678803157522338,369.498
10587,-0.027775493427055,"NaN",-0.0238262550758485,329.806
25465,-0.0457020912730481,"NaN",-0.044754263520488,323.8824
3068,-0.0269661134335403,"NaN",-0.027055626686519,319.5407
28260,-0.0148053883099892,"NaN",-0.00652724590556464,354.0878
30598,0.0356788263257087,"NaN",0.0531907683527624,383.9495
9958,-0.0626824843664881,"NaN",-0.0561800771082056,360.7811
43245,0.00906317689333534,"NaN",0.015834678509907,320.2776
8475,-0.0551265924860026,"NaN",-0.0536961513919025,339.3742
19394,0.015662329840152,"NaN",0.0189974848692579,325.1252
43706,0.0220814467075946,"NaN",0.0302985286330402,372.5955
16993,-0.0237444714270301,"NaN",-0.0222100042160942,323.8809
38074,-0.00944170879753546,"NaN",-0.00897240683477192,285.8605
29434,-0.0128901334462572,"NaN",-0.0063937672994583,333.5866
17440,-0.0329283431898028,"NaN",-0.0300437493579896,329.6208
39250,-0.00302098540903766,"NaN",-0.00262462600320326,284.083
45039,0.0549482207059214,"NaN",0.0618475833451415,352.1164
10458,0.000549953595844924,"NaN",0.000597276155447578,255.7581
20171,0.020494096079843,"NaN",0.0264069017564077,340.9432
34183,-0.0550943197645142,"NaN",-0.0485545934409535,348.2456
5119,-0.00378417962666817,"NaN",-0.00383192776603609,276.7705
29524,0.00313432785751663,"NaN",0.0125577365474553,343.8628
10069,0.00295644535527852,"NaN",0.00809868471478619,314.007
15371,-1.2847944960542E-05,"NaN",-2.0363405471058E-05,191.1243
34422,-0.0522658648669898,"NaN",-0.0503498028796638,328.9643
31492,0.00756182716193651,656.5297,0.00741293207267293,323.4825
2407,-0.00605025412987103,597.24,-0.00594974704135222,299.9787
35616,-0.0366167753767853,687.9121,-0.0282906164064096,347.6484
10242,0.00225250299242216,529.1619,0.00234389103956699,272.6058
35462,-0.0400834768115734,676.6331,-0.0353078203812656,347.8399
35686,-0.0372795389059842,639.0942,-0.0336608711778839,324.5596
19333,0.0220391985842867,652.2967,0.0242718960990893,331.7653
9617,0.001698858964468,531.3966,0.00265607629658999,276.9687
33942,-0.0587550036205057,639.2417,-0.0566632529341459,325.8783
15553,7.4500284406698E-05,361.1299,7.968730052192E-05,189.8555
20743,-0.0163307130434608,725.0488,-0.00302477169792933,358.3686
11827,-0.00436655959534856,494.5671,-0.00438872133639403,259.9832
37010,-0.0192714355636544,642.4814,-0.0179983741846324,330.9907
21348,0.0427395422984348,695.0227,0.0521692519583868,348.688
27325,-0.0220478564566496,662.0855,-0.0198901895065065,332.3315
16493,0.0402173743096992,658.7743,0.044682510016295,327.0084
12179,0.00196247887099098,447.0714,0.00193958891641823,234.1484
32434,0.022932442896796,638.1271,0.0240305220298993,329.6524
35993,-0.0332735003519037,654.2764,-0.0290587208177668,330.1192
41132,0.000673236277041476,472.4802,0.00090936311781882,247.178
4760,-0.0274441941441545,627.5033,-0.0259109525686888,319.3377
24003,-0.00908814476156952,567.8638,-0.00879640962376961,292.6755
23755,-0.0164514084359013,602.0478,-0.0139496484589243,305.8475
20197,0.0579243720114914,689.777,0.0655684595148169,347.2434
39918,-0.000735948017515282,484.0026,-0.000545779631307618,254.4193
18463,-0.0199068306830753,664.2736,-0.0131112679033424,338.0558
16560,-0.018419756938936,676.4532,-0.00953290363911434,340.8386
12132,-0.00224211897251946,452.0916,-0.00233647237816969,236.8781
18499,-0.032272283456482,634.0022,-0.0306529060999306,321.9769
5599,-0.0328098481827323,584.0733,-0.0323279339877743,299.9817
15327,-0.000612686177802104,439.1873,-0.000653847936306048,229.0138
10294,3.9389444647124E-05,593.9697,0.00184544314789993,296.0071
4825,-0.0344827194392324,653.6737,-0.0287781069413231,328.1958
11463,0.0030211841172929,506.9905,0.00330302879991714,258.8355
33358,-0.0750622613830347,625.8866,-0.0733121720341639,314.4487
10306,-0.0803150880389483,705.5961,-0.0752860299488109,349.7994
45108,0.0576423057627638,656.4589,0.0603109826807161,330.1692
17023,0.0412607523123581,661.7154,0.046177561089561,323.9388
36232,-0.0284879455337529,654.1245,-0.0256736446304281,318.9634
11426,0.00206327813538655,559.8821,0.0031164463578523,279.0288
3398,-0.0120568162998223,564.8593,-0.012671964494891,273.7491
23897,-0.00865076057261592,"NaN",-0.00848801882286787,292.8126
38069,-0.00900948748709683,"NaN",-0.00877922938419663,273.9733
37505,-0.0142418319891666,"NaN",-0.0136298186273795,301.2912
19758,-0.0607253178658245,"NaN",-0.0599526375095235,328.332
32745,0.00534738543334666,"NaN",0.0153095168312069,343.8239
17260,-0.0375601349469879,"NaN",-0.037057829718008,314.5097
6833,-0.0632760845586721,"NaN",-0.0616342638092074,324.5114
44974,0.0507939501096997,"NaN",0.0541231435594412,338.1419
28710,-0.00685171161298485,"NaN",-0.00277362787054467,331.9617
7392,-0.00136562778319011,"NaN",-0.00148996849967415,266.8342
39764,-0.000840517119062206,"NaN",-0.000808227685964554,233.6365
34663,-0.0485031828411629,"NaN",-0.0461500890217643,330.8133
26900,-0.0760543993932176,"NaN",-0.0721552337323672,346.0894
4000,0.00706551317628443,"NaN",0.0178455781762778,348.9513
26531,-0.0689446942181501,"NaN",-0.0672554751174425,324.5988
4748,-0.0459575577608491,"NaN",-0.0448749097419286,329.1726
21919,-0.0598757916582202,"NaN",-0.0500755512511293,355.3057
15781,-0.000312203073687156,"NaN",-0.000306965334433878,205.3083
11093,-0.00251329045533937,"NaN",-0.00245642331350977,269.0319
27139,-0.0690264349562234,"NaN",-0.0664713428475332,335.0438
38155,-0.00479615304292891,"NaN",0.0038219566930062,360.2099
19457,0.00300096891109275,"NaN",0.00280264687813151,301.6833
30355,-0.010728713444859,"NaN",-0.00176161062460984,353.0058
12688,1.250934044887E-05,"NaN",7.426864818054E-05,217.9898
42289,0.00273060767519136,"NaN",0.00624874298993916,315.8687
10729,0.00015073441554672,"NaN",9.494071745985E-05,228.1975
20119,0.0467019684557358,"NaN",0.0493082334516849,318.2473
3913,-0.00253688901789781,"NaN",-0.000933420686898394,303.9834
13417,0.000247763857485108,"NaN",0.000253647234279108,226.9233
42918,0.0109680513530155,"NaN",0.0194050034079144,366.4073
8680,-0.0325365236332623,"NaN",-0.0309522359065447,322.9411
6254,-0.0297396121650392,"NaN",-0.0269302668094977,331.1868
15202,0.000284158730828358,"NaN",0.000274348786021862,207.4415
27534,0.0122158615912245,"NaN",0.019441491404927,359.3865
11130,0.0447250864067758,"NaN",0.0540030272206947,356.2927
30080,-0.0066395580991465,"NaN",-3.5934388154636E-05,314.1596
3636,0.0143288524316422,"NaN",0.0185700284167306,316.5046
35743,-0.0355275594002071,"NaN",-0.0340363025917662,323.2624
35240,-0.0414743514908702,"NaN",-0.0413933424975476,312.5524
3373,0.0318093991739706,"NaN",0.0325006877808524,318.808
2027,0.00987664962699098,"NaN",0.0139763275130542,318.6562
40821,0.000382216279323826,"NaN",0.000477844113749874,226.693
38591,-0.00511028246740543,"NaN",-0.00557508800128978,287.0322
17251,0.0034612080958614,"NaN",0.00516136484029601,318.1833
14137,2.7338452475626E-05,"NaN",2.222963484904E-05,194.3271
35340,-0.0416094079412979,"NaN",-0.0360900910512724,341.4271
22931,0.0187834393633765,"NaN",0.0207983765125146,314.8052
29181,0.00304484853497682,"NaN",0.0125627873169071,324.943
43274,0.0107607139826863,"NaN",0.0153164331614526,321.1439
278,0.0349385325227131,"NaN",0.04268674501985,335.7649
39420,-0.00191518556582023,"NaN",0.00344536318526589,331.5643
38489,-0.00649409831225959,"NaN",-0.00634896085365754,269.8486
37879,-0.0105977930986593,"NaN",-0.00917905735126922,340.4615
41509,8.8455540962642E-05,"NaN",0.00107547223477864,306.6281
42599,0.00313513465729499,"NaN",0.0147748991194409,338.0076
27721,-0.00763987930847965,"NaN",-0.00312148474938244,362.6968
16509,0.012708687248189,"NaN",0.0242579563195613,344.8427
40457,8.309750391956E-06,"NaN",0.000829107508296356,266.6145
30774,0.0111198078437125,"NaN",0.0205567605402372,356.7382
11592,0.0022559469553711,"NaN",0.00298491590566958,280.3523
23296,0.00829292416915954,"NaN",0.0091493183403787,279.2906
20824,-0.0196903503928243,"NaN",-0.0152064582208683,327.7895
8993,0.0296450520667647,"NaN",0.0395015600807869,346.3759
21509,-0.00591120790234189,"NaN",-0.00559413705886122,307.5282
23410,-0.00045765698808184,"NaN",-0.000373166828928426,272.9893
25894,-0.029504890800691,"NaN",-0.0257311547153256,330.7286
12717,-0.00142175247938601,"NaN",-0.00146527315524366,218.3711
1593,-0.0251907360922738,"NaN",-0.0242859455642332,323.9661
39924,-0.000529054924176342,"NaN",-0.000429243351150222,252.1981
23030,0.00748578374352607,"NaN",0.0077315823863561,263.587
43827,0.0201205423448073,"NaN",0.0239067075522308,320.1926
28665,-0.00250778040371499,"NaN",0.00619293684726273,349.512
30320,0.0604701695865025,"NaN",0.0683961677889413,356.0941
26408,-0.0330626601160127,"NaN",-0.0299137681555728,326.6509
13200,-0.00106537662360649,"NaN",-0.00108811603301353,220.7842
26805,-0.0268481970028758,"NaN",-0.0267649107574205,304.8773
12842,-0.00020997686061876,"NaN",-0.000151285882867576,252.178
22290,0.0284379842806106,"NaN",0.0398817300609259,349.2429
40501,8.3284434264544E-05,"NaN",0.000114081415679412,208.6497
33568,-0.0663680225312829,"NaN",-0.0638205361231806,339.17
35549,-0.038872690496179,"NaN",-0.034610064364754,331.3532
32339,-0.0563981724913749,"NaN",-0.0533630327580634,350.6992
8001,-0.016912252914589,"NaN",-0.0169382999945664,286.718
12995,-3.9948762728994E-05,"NaN",-2.2940455665778E-05,223.2704
33514,-0.0679069377473233,716.6998,-0.0625278580178709,358.0692
7467,-0.0252207260077828,671.3646,-0.018231414133717,333.0091
31060,0.0113461025659298,646.0445,0.019076073849103,334.0637
16205,-0.0271288404515806,674.5882,-0.0205853384317099,336.2617
8583,-0.0523293786564037,613.245,-0.0521857192010474,305.2465
41592,0.00136030075462579,485.8279,0.0016440640017694,243.4977
23547,-0.00104179878497818,574.5343,-0.00108755922627177,286.891
26465,0.00867511226509216,645.3245,0.0126614222864125,320.1481
10968,-0.00226297441779069,527.4344,-0.00219333313348751,267.5588
6927,-0.0417920181804719,623.5865,-0.0420421664238205,316.8257
20996,-0.0327783213366024,638.9727,-0.0300571658701869,318.9272
41001,0.000485178253273402,508.0423,0.000847463619403376,255.2943
4704,-0.0236479316860721,626.9098,-0.0229612363177952,311.7994
26672,-0.0631633727420073,659.9958,-0.0614814460690124,329.2628
1739,-0.0354931974042977,632.8316,-0.035271657543884,312.8436
38963,-0.00345643337708287,496.9762,-0.00355549090588815,254.1098
27057,-0.0643488152174172,664.9584,-0.0613999010965535,329.1728
32798,0.00953720201199554,605.9799,0.0103129530667573,305.3103
1065,-0.00517889390933633,706.19,0.010901731737371,341.0206
11266,-0.00216739612607216,528.82,-0.00215454938059013,264.5203
16764,-0.0166351481209676,695.6487,-0.00847864202939869,343.5508
24440,-0.00961714256820091,538.0519,-0.00941586794241835,268.8248
40154,-0.000416017714134592,527.7195,0.000740424209820512,269.8716
15037,0.000213314777204414,423.4435,0.00023249826018031,219.7808
29194,0.00849041190195735,637.4075,0.0158581404647067,319.8448
2815,0.0268206922528271,690.5829,0.0349030484557449,344.125
20257,-0.00783648756420352,589.6297,-0.00459881670048288,296.5527
8118,-0.0312083761276569,661.4532,-0.0269040380264853,323.148
10275,0.00145853964560525,487.7888,0.00143773066679278,246.4752
21633,0.00137846820991295,622.5478,0.00349711241895651,307.808
33139,-0.106165179071748,716.5223,-0.100836085752377,363.6809
40618,0.000104129323961596,471.7226,0.0002800196736192,242.9788
17102,-0.0589661637386488,658.8356,-0.0554816590405088,334.1595
2749,0.000710194705009462,588.7943,0.00405416764951092,302.2872
10861,-0.0107459751235262,645.2205,-0.0104078656876303,311.6808
11332,0.00142797076756048,570.8627,0.00208158262537932,283.7998
6337,-0.00582982350734771,575.1855,-0.00639801300467479,290.1887
6925,0.00861723727423221,678.6981,0.0221241155003706,336.5651
12095,-0.00066931612411653,533.8803,-7.3264571738686E-05,268.4931
40581,0.000234129799396712,496.3822,0.000480814689497,247.865
35703,-0.0360372243327324,578.5187,-0.0364065361952773,293.0182
33763,-0.0605028707806001,"NaN",-0.0585819806435511,352.5822
23960,-0.016695500340811,"NaN",-0.0156148572012429,299.3038
25184,-0.0584923802716426,"NaN",-0.0571935557116285,330.7613
43088,0.00801208636874462,"NaN",0.0120084461347897,307.489
38754,-0.00506496759972537,"NaN",-0.00182527177953729,319.0684
28746,-0.10414728479773,"NaN",-0.0984214048127275,368.4575
27350,-0.138786584512129,"NaN",-0.1312195153812,374.4244
40397,1.9792818876334E-05,"NaN",9.4736236578208E-05,245.7458
2105,0.034584847877931,"NaN",0.0437838656017278,347.9592
44357,0.0283433781575184,"NaN",0.0309720228926575,317.5423
21833,-0.0296856924567495,"NaN",-0.0287549821493751,334.9975
23355,0.00350146902151257,"NaN",0.00471484792862074,299.1405
18935,-0.0422002384562356,"NaN",-0.038298477151913,339.3068
23132,-0.0070816157859129,"NaN",-0.00660927022316132,279.9531
24276,0.00015571175204233,"NaN",0.000216822260540712,264.0849
37678,-0.0118019857527797,"NaN",-0.011056802056034,295.111
6546,-0.0482506902453624,"NaN",-0.0482354331532528,304.0016
7941,0.0416043221532234,"NaN",0.0429885289970514,329.6983
4780,-0.0252762669171339,"NaN",-0.025381986383609,308.8331
10954,-0.0266319379018503,"NaN",-0.0258513905630034,325.0179
417,0.00886107966584232,"NaN",0.0094385558893536,321.9111
17262,-0.0397026512024118,"NaN",-0.0330447401633748,341.7293
11003,0.00100686043093612,"NaN",0.00134569675244301,267.7351
11411,0.00235995942732247,"NaN",0.00257703432094981,255.1267
39037,-0.00297563595648454,"NaN",0.000401110317086948,295.7047
40941,0.000529178459306404,"NaN",0.000970702339766886,290.9737
6469,0.0149499194618639,"NaN",0.0142409899049101,309.7725
17209,-0.0211242699748814,"NaN",-0.0160434935713672,334.3447
21243,-0.0254733708622509,"NaN",-0.020838155694343,323.7722
13843,0.000298719996146862,"NaN",0.000336438839612884,207.4031
20932,-0.0481841305054398,"NaN",-0.0467232515678867,322.6899
23061,-0.00907433335563064,"NaN",-0.0083998629877206,292.7956
9204,0.00710941951550468,"NaN",0.00768725396321915,281.6285
19769,-0.0256486709223554,"NaN",-0.0238380786484724,319.5264
35307,-0.0407007724789006,"NaN",-0.0392437568580934,335.6458
1636,-0.0157478745322137,"NaN",-0.0155046801926118,303.003
24285,0.000637823484621232,"NaN",0.00211404139637974,287.7169
12533,0.00171775131403587,"NaN",0.00176312778941399,231.6467
9111,0.0111535912770937,"NaN",0.0122459161338085,283.1324
40355,-7.9106206789314E-05,"NaN",-0.0000331458661975,239.856
42530,0.0043307875536717,"NaN",0.00703039826080137,303.2377
20159,0.01729282961917,"NaN",0.0191529975636506,315.8747
33069,-0.164686980872891,"NaN",-0.160272888491371,362.7292
32990,-0.236141391178511,"NaN",-0.231560325341203,362.6532
31127,-0.0541176092815074,"NaN",-0.0471138923478042,365.011
6584,-0.0156043646500318,"NaN",-0.0162377409265705,305.2973
44055,0.0250786593453305,"NaN",0.0303340798503965,328.029
29015,0.00235447205313462,"NaN",0.0156535367646829,373.3797
3872,-0.0300761773904484,"NaN",-0.0242669007562661,326.6962
27767,-0.0695474823618574,"NaN",-0.0571979514773757,392.059
10298,-0.027815983613105,"NaN",-0.0223133541973964,320.8507
5699,0.0232946912894363,"NaN",0.036203628179631,342.6041
43567,0.00858107037282799,"NaN",0.0233821319232756,330.4109
19737,-0.0665960048397651,"NaN",-0.0629120395357959,338.7217
17182,0.0331942019335809,"NaN",0.0352115884583855,323.1654
14463,-0.000141216365523226,"NaN",-0.000145445104703934,205.5995
21445,-0.0531777110460114,"NaN",-0.0485649650734106,337.3868
12129,0.00105945947528817,"NaN",0.00107180099840731,236.9334
37890,-0.0102204402695914,"NaN",-0.00924566417398881,291.3182
33213,-0.0937536882071603,"NaN",-0.0901993060177922,346.6024
