levels,lowest,high_level,low_level,method,datasets,S_shared,train_time,test_time,mae_error,median_ae_error,minimum_ae_error,maximum_ae_error,mae_relative,median_ae_relative,minimum_ae_relative,maximum_ae_relative,mae_std,median_ae_std,minimum_ae_std,maximum_ae_std,pearson_error,spearman_error,kendall_error,pearson_std,spearman_std,kendall_std
2,PBE,5,5,Multitask,C,1.0,3.751673936843872,1.6923880577087402,0.02128348061286055,0.013044610727872993,6.628004168603195e-5,0.2011032301439244,20.011937245406518,1.074158808335273,0.02432825983406738,2679.6468314411886,1.1807936608224727,1.1608835306089933,0.46276848071814847,2.7541073954720354,0.07330295915105725,0.0790034570650104,0.05035266457680251,0.29845405744587267,0.26988434945653766,0.17872257053291535
2,PBE,5,6,Multitask,CT,1.0,0.0828561782836914,0.07003331184387207,0.00975766229505759,0.005683217903358859,7.029112634161826e-5,0.09697727280163627,8.56533250596389,0.4833100552373147,0.010569100908970987,1152.629840237144,0.8420404641595347,0.8268987684535032,0.33809605891208383,1.948967629108394,0.9703204178979868,0.9440204494184513,0.8116379310344828,0.27267718631696686,0.21686344593208917,0.14490595611285267
2,PBE,10,10,Multitask,C,1.0,0.0003781318664550781,0.0030670166015625,0.01866401123894846,0.01069873849670525,5.694965761469245e-5,0.19585664805028266,9.835501229344606,1.1376683000529506,0.0035970305031333303,868.7425237729456,0.9458555306708126,0.8568829215483625,0.3683433697418715,2.7359191909894975,0.29198660504626267,0.3227811062608033,0.23099529780564262,0.21126297200936542,0.021440394925731698,0.015556426332288402
2,PBE,10,11,Multitask,CT,1.0,0.10598874092102051,0.026465892791748047,0.008312809765041087,0.004931681172758565,3.693134520946456e-5,0.09279186728976237,3.9417343984312803,0.514286885514823,0.0034064233927610654,385.8159080945157,0.6784228748536238,0.614472110866852,0.2763578639587413,1.9369808388684646,0.963923393009348,0.9390662994755808,0.7979623824451411,0.2012367276082577,-0.0050903817420091995,-0.0009404388714733542
2,PBE,20,20,Multitask,C,1.0,0.0006299018859863281,0.0033740997314453125,0.01839197942251082,0.011955005381921666,1.5655374327409183e-5,0.1386977516622575,10.041851481533705,1.25064291875499,0.001216612963142621,363.1352900897914,0.6912793222943473,0.6208501342421788,0.27919540760691225,1.920804167306889,0.43557937453638607,0.4051046641080479,0.296551724137931,0.2015171660600974,0.17649745114698387,0.11974921630094044
2,PBE,20,21,Multitask,CT,1.0,0.20837950706481934,0.04383039474487305,0.008175536928661535,0.005190074015846513,4.737243543358194e-5,0.06355311144014772,3.9165608468042357,0.5735472350842239,0.0012494825321561099,149.3225333388042,0.5011078168799854,0.451719316605537,0.22428418591227828,1.3623577507509474,0.9287676030812471,0.8546022177950957,0.6920454545454545,0.18103016090036556,0.13304609908299886,0.09016457680250783
2,PBE,40,40,Multitask,C,1.0,0.00173187255859375,0.004317045211791992,0.017865943979191855,0.012277906374490489,1.7185025124651782e-6,0.15197882260867684,19.86138515389142,1.1832753481429537,0.00012235783037381915,2619.4138503117506,0.5391886479476049,0.4752730764304113,0.19808179300238715,1.5232256288856236,0.5436949131249069,0.5422172091524331,0.38996865203761755,0.22342940305325729,0.14749326165294582,0.10203761755485893
2,PBE,40,41,Multitask,CT,1.0,0.6131446361541748,0.06524515151977539,0.008074185607260797,0.005133717032386626,4.063064652672392e-5,0.06646143047039063,8.333212443558356,0.5078202387182924,0.00276347596083096,1124.2108892409972,0.39905534102979584,0.3518560573826965,0.16317174216431776,1.083412583359603,0.9292100004942586,0.8816105381888495,0.7163009404388715,0.1704383645236599,0.06756145079541792,0.048197492163009406
2,PBE,80,80,Multitask,C,1.0,0.004614114761352539,0.006596088409423828,0.013494372375884656,0.009766541300873278,0.00013680924919125996,0.1493968455122208,7.996824574676507,0.9368815965052122,0.012097038577608453,444.8206080612041,0.40579490731391143,0.3567048410726133,0.1594026568470959,1.3712928298295533,0.7588313899266418,0.717970146192834,0.5387539184952979,0.29448486245019734,0.05046106407289134,0.032915360501567396
2,PBE,80,81,Multitask,CT,1.0,1.5662331581115723,0.12250041961669922,0.00656634838166577,0.004660496691906735,1.220393671425013e-5,0.06777063461728453,4.704939801852185,0.46081642629561903,0.0006251201151812944,408.57905872849443,0.3079313213688896,0.2736473754863986,0.13754048045651157,0.9803252740027389,0.9526157066742312,0.9168678405062549,0.7681034482758621,0.23251498912582527,-0.025287844607857497,-0.017907523510971787
2,PBE,160,160,Multitask,C,1.0,0.013471841812133789,0.010751008987426758,0.010219994828124334,0.006697168062122685,3.620093617444538e-5,0.09005238590676365,8.801244286468684,0.6293068143191591,0.0010106821610911423,1284.128128711927,0.31103011063728514,0.27092148868097576,0.11177048671191588,1.2633398905199182,0.8561688592698211,0.8178046172325901,0.6373040752351097,0.39985485052762165,0.09966491371986054,0.06606583072100314
2,PBE,160,161,Multitask,CT,1.0,4.674188852310181,0.32143259048461914,0.0053944407139580805,0.0034157483100304116,9.132981694447324e-5,0.041924161285864125,4.187597990434716,0.37049269721198513,0.003998287463047853,570.524589432921,0.2445290859751516,0.21615945217569246,0.10483692393040839,0.9061777727437277,0.9657936952973389,0.9350324466059239,0.7989028213166144,0.3191577713730906,0.03169476752702663,0.02159090909090909
2,PBE,320,320,Multitask,C,1.0,0.04749107360839844,0.02114701271057129,0.008342923878817708,0.00548233181118463,2.1178807280259736e-5,0.06527650084635467,7.5862582519484665,0.5358503473505949,0.002617254068727867,1359.8640947392178,0.234972235395783,0.1986385540698997,0.07776608469819007,1.1259832877922544,0.9078359112765996,0.8639132218088067,0.6950626959247649,0.4534161975147848,0.1939080215627106,0.1313087774294671
2,PBE,320,321,Multitask,CT,1.0,14.53083848953247,0.7717633247375488,0.004810929804176733,0.0032238184769751302,7.1275257736899e-6,0.032950826988129484,2.928898216790721,0.32663971769759836,0.0009628089198740073,407.96138614485596,0.192949504557132,0.16681313222673488,0.07504489716212252,0.8111543262455851,0.9723557313993031,0.941250769050479,0.8098746081504702,0.3240988604009182,0.07403355989804587,0.05003918495297806
