"levels","lowest","high_level","low_level","method","datasets","task_fractions","train_time","test_time","mae_error","median_ae_error","minimum_ae_error","maximum_ae_error","mae_relative","median_ae_relative","minimum_ae_relative","maximum_ae_relative","mae_std","median_ae_std","minimum_ae_std","maximum_ae_std","pearson_error","spearman_error","kendall_error","pearson_std","spearman_std","kendall_std"
2,"PBE0",5,6,"Delta","CT",1,3.15162491798401,1.47949314117432,0.152134232333706,0.114974405182325,0.000621917353636703,1.5856893285627,0.0159318369068102,0.0123525743653881,6.14186606739098E-05,0.128324873969421,0.863022151960056,0.81709898580054,0.144144581337792,1.87345375409326,0.966203339544987,0.961432484692233,0.853173981191222,-0.0591488824370831,-0.0422238010136818,-0.0285266457680251
2,"PBE0",10,11,"Delta","CT",1,0.000696897506713867,0.0106332302093506,0.271664001702859,0.208834041520471,0.00159470449882929,1.51009123204877,0.0290787212833484,0.0221233730308833,0.000161969373856842,0.115241133032317,0.74239780185253,0.676587768162654,0.141392588757351,1.76027213529488,0.925826926333416,0.900771980195119,0.736050156739812,0.0781510441908744,0.122911478627721,0.0830721003134796
2,"PBE0",20,21,"Delta","CT",1,0.00112700462341309,0.0110690593719482,0.188650753307724,0.137814486814531,0.000181797225484198,1.60194053491866,0.0200753037746649,0.0147702586965654,1.95833767030697E-05,0.112611421732942,0.533824420519837,0.499397774435969,0.138414001702753,1.49970950211809,0.957167171037663,0.94579878709753,0.815634796238244,0.153291930134326,0.124296868133478,0.0856974921630094
2,"PBE0",40,41,"Delta","CT",1,0.0023951530456543,0.0130429267883301,0.157467695919295,0.114722014929435,0.000141390326695981,1.5700072762859,0.0163981911137373,0.0124932455663073,1.38812728458211E-05,0.133249926843304,0.39504846128087,0.37049967072724,0.125318737960582,1.31317896440468,0.963247888189209,0.958575279055459,0.851841692789969,0.136136407150824,0.197125216066563,0.132915360501567
2,"PBE0",80,81,"Delta","CT",1,0.00386786460876465,0.0154030323028564,0.140136681777508,0.0935780763173426,0.00040625688977966,1.58902050203606,0.0145866692236909,0.0104119180834591,4.26034581463541E-05,0.130417892874115,0.28229160901277,0.26280553856067,0.110310689298273,1.03161623092896,0.968847846005371,0.963865980136525,0.861794670846395,0.191022019590168,0.224781003720739,0.14980407523511
2,"PBE0",160,161,"Delta","CT",1,0.00977396965026856,0.0188741683959961,0.140702013595231,0.0938830882847253,9.26886848290065E-05,1.68181929366764,0.0146858127900263,0.0102953417187531,1.05385358711313E-05,0.118226649260374,0.214772246209389,0.197606862189218,0.078726909079169,0.853789446362853,0.969142122627771,0.966560952743679,0.866888714733542,0.18663092557322,0.266707438549205,0.182641065830721
2,"PBE0",320,321,"Delta","CT",1,0.0292861461639404,0.0311388969421387,0.136527242936102,0.078688004903698,0.000494954052477237,1.72306798212466,0.0143341516173143,0.00874262296030533,4.8125780848907E-05,0.13245574441505,0.158429976385785,0.143710141264332,0.0695634363537986,0.678544011689622,0.964593427824329,0.959706881903144,0.860971786833856,0.207490673148931,0.27391197667946,0.18507053291536
2,"PBE0",5,6,"Delta","CAT",1,0.000296831130981445,0.00775718688964844,0.152134232333706,0.114974405182325,0.000621917353636703,1.5856893285627,0.0159318369068102,0.0123525743653881,6.14186606739098E-05,0.128324873969421,0.863022151960056,0.81709898580054,0.144144581337792,1.87345375409326,0.966203339544987,0.961432484692233,0.853173981191222,-0.0591488824370831,-0.0422238010136818,-0.0285266457680251
2,"PBE0",10,11,"Delta","CAT",1,0.000304937362670898,0.00655698776245117,0.271664001702859,0.208834041520471,0.00159470449882929,1.51009123204877,0.0290787212833484,0.0221233730308833,0.000161969373856842,0.115241133032317,0.74239780185253,0.676587768162654,0.141392588757351,1.76027213529488,0.925826926333416,0.900771980195119,0.736050156739812,0.0781510441908744,0.122911478627721,0.0830721003134796
2,"PBE0",20,21,"Delta","CAT",1,0.000735998153686523,0.00756192207336426,0.188650753307724,0.137814486814531,0.000181797225484198,1.60194053491866,0.0200753037746649,0.0147702586965654,1.95833767030697E-05,0.112611421732942,0.533824420519837,0.499397774435969,0.138414001702753,1.49970950211809,0.957167171037663,0.94579878709753,0.815634796238244,0.153291930134326,0.124296868133478,0.0856974921630094
2,"PBE0",40,41,"Delta","CAT",1,0.00153017044067383,0.0107598304748535,0.157467695919295,0.114722014929435,0.000141390326695981,1.5700072762859,0.0163981911137373,0.0124932455663073,1.38812728458211E-05,0.133249926843304,0.39504846128087,0.37049967072724,0.125318737960582,1.31317896440468,0.963247888189209,0.958575279055459,0.851841692789969,0.136136407150824,0.197125216066563,0.132915360501567
2,"PBE0",80,81,"Delta","CAT",1,0.00340604782104492,0.0117580890655518,0.140136681777508,0.0935780763173426,0.00040625688977966,1.58902050203606,0.0145866692236909,0.0104119180834591,4.26034581463541E-05,0.130417892874115,0.28229160901277,0.26280553856067,0.110310689298273,1.03161623092896,0.968847846005371,0.963865980136525,0.861794670846395,0.191022019590168,0.224781003720739,0.14980407523511
2,"PBE0",160,161,"Delta","CAT",1,0.0125429630279541,0.0177750587463379,0.140702013595231,0.0938830882847253,9.26886848290065E-05,1.68181929366764,0.0146858127900263,0.0102953417187531,1.05385358711313E-05,0.118226649260374,0.214772246209389,0.197606862189218,0.078726909079169,0.853789446362853,0.969142122627771,0.966560952743679,0.866888714733542,0.18663092557322,0.266707438549205,0.182641065830721
2,"PBE0",320,321,"Delta","CAT",1,0.027040958404541,0.0295989513397217,0.136527242936102,0.078688004903698,0.000494954052477237,1.72306798212466,0.0143341516173143,0.00874262296030533,4.8125780848907E-05,0.13245574441505,0.158429976385785,0.143710141264332,0.0695634363537986,0.678544011689622,0.964593427824329,0.959706881903144,0.860971786833856,0.207490673148931,0.27391197667946,0.18507053291536
2,"PBE0",5,6,"Delta","CAT",1,0.00015711784362793,0.00684285163879395,0.152134232333706,0.114974405182325,0.000621917353636703,1.5856893285627,0.0159318369068102,0.0123525743653881,6.14186606739098E-05,0.128324873969421,0.863022151960056,0.81709898580054,0.144144581337792,1.87345375409326,0.966203339544987,0.961432484692233,0.853173981191222,-0.0591488824370831,-0.0422238010136818,-0.0285266457680251
2,"PBE0",10,11,"Delta","CAT",1,0.000297069549560547,0.00689697265625,0.271664001702859,0.208834041520471,0.00159470449882929,1.51009123204877,0.0290787212833484,0.0221233730308833,0.000161969373856842,0.115241133032317,0.74239780185253,0.676587768162654,0.141392588757351,1.76027213529488,0.925826926333416,0.900771980195119,0.736050156739812,0.0781510441908744,0.122911478627721,0.0830721003134796
2,"PBE0",20,21,"Delta","CAT",1,0.000729084014892578,0.00764799118041992,0.188650753307724,0.137814486814531,0.000181797225484198,1.60194053491866,0.0200753037746649,0.0147702586965654,1.95833767030697E-05,0.112611421732942,0.533824420519837,0.499397774435969,0.138414001702753,1.49970950211809,0.957167171037663,0.94579878709753,0.815634796238244,0.153291930134326,0.124296868133478,0.0856974921630094
2,"PBE0",40,41,"Delta","CAT",1,0.00153899192810059,0.00920701026916504,0.157467695919295,0.114722014929435,0.000141390326695981,1.5700072762859,0.0163981911137373,0.0124932455663073,1.38812728458211E-05,0.133249926843304,0.39504846128087,0.37049967072724,0.125318737960582,1.31317896440468,0.963247888189209,0.958575279055459,0.851841692789969,0.136136407150824,0.197125216066563,0.132915360501567
2,"PBE0",80,81,"Delta","CAT",1,0.00349617004394531,0.0119290351867676,0.140136681777508,0.0935780763173426,0.00040625688977966,1.58902050203606,0.0145866692236909,0.0104119180834591,4.26034581463541E-05,0.130417892874115,0.28229160901277,0.26280553856067,0.110310689298273,1.03161623092896,0.968847846005371,0.963865980136525,0.861794670846395,0.191022019590168,0.224781003720739,0.14980407523511
2,"PBE0",160,161,"Delta","CAT",1,0.0116679668426514,0.0180459022521973,0.140702013595231,0.0938830882847253,9.26886848290065E-05,1.68181929366764,0.0146858127900263,0.0102953417187531,1.05385358711313E-05,0.118226649260374,0.214772246209389,0.197606862189218,0.078726909079169,0.853789446362853,0.969142122627771,0.966560952743679,0.866888714733542,0.18663092557322,0.266707438549205,0.182641065830721
2,"PBE0",320,321,"Delta","CAT",1,0.0272281169891357,0.0296759605407715,0.136527242936102,0.078688004903698,0.000494954052477237,1.72306798212466,0.0143341516173143,0.00874262296030533,4.8125780848907E-05,0.13245574441505,0.158429976385785,0.143710141264332,0.0695634363537986,0.678544011689622,0.964593427824329,0.959706881903144,0.860971786833856,0.207490673148931,0.27391197667946,0.18507053291536
2,"PBE0",5,6,"Delta","CAT",1,0.000161886215209961,0.00699496269226074,0.152134232333706,0.114974405182325,0.000621917353636703,1.5856893285627,0.0159318369068102,0.0123525743653881,6.14186606739098E-05,0.128324873969421,0.863022151960056,0.81709898580054,0.144144581337792,1.87345375409326,0.966203339544987,0.961432484692233,0.853173981191222,-0.0591488824370831,-0.0422238010136818,-0.0285266457680251
2,"PBE0",10,11,"Delta","CAT",1,0.000303983688354492,0.00741791725158691,0.271664001702859,0.208834041520471,0.00159470449882929,1.51009123204877,0.0290787212833484,0.0221233730308833,0.000161969373856842,0.115241133032317,0.74239780185253,0.676587768162654,0.141392588757351,1.76027213529488,0.925826926333416,0.900771980195119,0.736050156739812,0.0781510441908744,0.122911478627721,0.0830721003134796
2,"PBE0",20,21,"Delta","CAT",1,0.000728845596313477,0.00768208503723145,0.188650753307724,0.137814486814531,0.000181797225484198,1.60194053491866,0.0200753037746649,0.0147702586965654,1.95833767030697E-05,0.112611421732942,0.533824420519837,0.499397774435969,0.138414001702753,1.49970950211809,0.957167171037663,0.94579878709753,0.815634796238244,0.153291930134326,0.124296868133478,0.0856974921630094
2,"PBE0",40,41,"Delta","CAT",1,0.00157904624938965,0.00908899307250977,0.157467695919295,0.114722014929435,0.000141390326695981,1.5700072762859,0.0163981911137373,0.0124932455663073,1.38812728458211E-05,0.133249926843304,0.39504846128087,0.37049967072724,0.125318737960582,1.31317896440468,0.963247888189209,0.958575279055459,0.851841692789969,0.136136407150824,0.197125216066563,0.132915360501567
