levels,lowest,high_level,low_level,method,datasets,S_shared,train_time,test_time,mae_error,median_ae_error,minimum_ae_error,maximum_ae_error,mae_relative,median_ae_relative,minimum_ae_relative,maximum_ae_relative,mae_std,median_ae_std,minimum_ae_std,maximum_ae_std,pearson_error,spearman_error,kendall_error,pearson_std,spearman_std,kendall_std
2,PBE,5,5,Multitask,C,1.0,4.04036808013916,1.7281200885772705,0.025006107149736622,0.0212133538332566,2.1027246560608587e-5,0.18239784270852188,14.903762888097074,1.5255036145541632,0.0011767145346244224,759.899361928348,1.1325890789799613,1.0820248757829305,0.4165734919711147,2.7655591507637682,0.32080714703369834,0.2158230304983447,0.15211598746081506,0.1887652428451298,0.0893889344622506,0.06061912225705329
2,PBE,5,6,Multitask,CT,1.0,0.13678240776062012,0.02324080467224121,0.010904937475890527,0.008760721966097507,5.878019732898608e-5,0.08089988809976852,6.125544828171465,0.643942036224905,0.010998825396809006,343.4601787625566,0.8076174776845182,0.7705124889482693,0.3095127143743527,1.957003233043369,0.9414899643570743,0.8522060762312132,0.6789968652037618,0.1674718703197448,0.05450626959247649,0.03800940438871473
2,PBE,10,10,Multitask,C,1.0,0.0003879070281982422,0.00360107421875,0.020211972889062187,0.01435031152650755,5.0469134988509656e-5,0.1371737117464124,11.115585576515434,1.5686136803577337,0.01574614136197852,568.5178311829507,0.9117913968544954,0.8514548784100142,0.3757855040159862,2.744455986123777,0.4803590614103713,0.3248959950780769,0.2394984326018809,0.17183985996100112,0.08455563530893856,0.05525078369905956
2,PBE,10,11,Multitask,CT,1.0,0.12612581253051758,0.027058839797973633,0.008995406345089291,0.006213322381392237,6.42848138664501e-6,0.0666504749374302,4.837473183099207,0.6943989365086028,0.0008789566805291218,237.20940623652928,0.6552180370134001,0.612160828806777,0.27602440553675783,1.9430595850651704,0.929636322330328,0.8095248732897782,0.6403605015673981,0.17037378875063858,0.07560498637682009,0.05172413793103448
2,PBE,20,20,Multitask,C,1.0,0.0006458759307861328,0.0035300254821777344,0.021802220745455136,0.015221384408480098,3.380310572856371e-6,0.13738182639096058,15.668244241846491,1.7150968747747406,9.059183920258449e-5,1581.165834652775,0.7019502329319985,0.6361882343813234,0.3187642950983721,2.377409067320688,0.4853974317508401,0.3482890457914628,0.24780564263322885,0.11937361999216563,0.11178917762868779,0.0740987460815047
2,PBE,20,21,Multitask,CT,1.0,0.21544837951660156,0.04288601875305176,0.009850152424906654,0.006767480994330249,8.726710138807353e-5,0.05971579318469125,7.183241439089308,0.7665892889661752,0.0021199283386586403,729.4113079272133,0.5096764336545785,0.46435191519639724,0.24111218451005606,1.6925422744509804,0.9025040740081741,0.751398939442768,0.5808385579937304,0.09782623928930381,0.09078457797439428,0.061442006269592474
2,PBE,40,40,Multitask,C,1.0,0.0017390251159667969,0.004454851150512695,0.016609194596303247,0.008710609048295015,7.384337092627925e-5,0.12151610000466433,10.005870230591025,1.1431188626414395,0.006954995765211281,793.4009721005632,0.5422285431622154,0.47614418601150316,0.24347069097130628,2.34033035462434,0.6137221047085817,0.4676530044238713,0.356935736677116,0.2092487296322717,0.17122652564966453,0.1167319749216301
2,PBE,40,41,Multitask,CT,1.0,0.6021342277526855,0.07328414916992188,0.007627342094169405,0.004118241266658891,8.938570395877754e-5,0.05509813581694748,4.562585358594258,0.5382342131659772,0.001538375469419991,355.7982196050011,0.3998925797132765,0.35292195721224806,0.1915356603035486,1.6686968141287863,0.935581245367164,0.840879427533472,0.6855799373040752,0.18291736371292563,0.13212580200978524,0.09110501567398119
2,PBE,80,80,Multitask,C,1.0,0.004709959030151367,0.006742954254150391,0.0139578593620383,0.008921231627434124,2.753360757097481e-5,0.10923921533172831,8.720275042969863,0.9852528305986619,0.0035051127707840806,478.83037942901797,0.41180300087397914,0.3619123623637509,0.12875697749791182,2.0151317224149157,0.7605372343215258,0.6459518647643043,0.4972570532915361,0.20530280263135972,0.12357176339612691,0.08393416927899687
2,PBE,80,81,Multitask,CT,1.0,1.627140760421753,0.1381981372833252,0.0067036185362774805,0.004171615411791623,1.2296970883340919e-5,0.05235292969716643,3.963637738037966,0.46590306144056615,0.00026680429831725896,223.5207067798767,0.31255019829581837,0.2781886628453374,0.1263746005581746,1.4356062816419894,0.9499636367889243,0.9024569331731755,0.7509012539184953,0.12591227142195943,0.04538203498081036,0.03193573667711599
