levels,lowest,high_level,low_level,method,datasets,S_shared,train_time,test_time,mae_error,median_ae_error,minimum_ae_error,maximum_ae_error,mae_relative,median_ae_relative,minimum_ae_relative,maximum_ae_relative,mae_std,median_ae_std,minimum_ae_std,maximum_ae_std,pearson_error,spearman_error,kendall_error,pearson_std,spearman_std,kendall_std
2,PBE,5,5,Multitask,C,1.0,3.794621229171753,1.7725849151611328,0.03650481866583003,0.026299569156867007,0.00011704552271509514,0.1976150422240696,78.16789769640259,2.03761336273387,0.008832184225205101,18532.97411984882,1.2250348104861324,1.141597228160531,0.41061063357362015,2.5373811122336907,0.05416845069667036,0.056164488911024525,0.037656739811912227,0.00855657631332041,-0.059221281457826735,-0.037813479623824454
2,PBE,5,6,Multitask,CT,1.0,0.08736228942871094,0.07392287254333496,0.015922272215073394,0.011858793019949548,0.00017232206150942508,0.07854778736815315,32.814267626722845,0.8721943934186278,0.00809975922888034,7676.966489781531,0.8763864005946835,0.818405800861447,0.3049259242576561,1.7996782985298407,0.7046059278299585,0.6296161339466205,0.45419278996865203,-0.01767262320027992,-0.056154234904637744,-0.036128526645768023
2,PBE,10,10,Multitask,C,1.0,0.0004849433898925781,0.0031630992889404297,0.032558720835019414,0.0262899944315098,4.0169024468621195e-5,0.18471317113701402,24.77346447927291,2.066601351816044,0.001112673306354999,2615.721445322173,0.9087809243043857,0.8348862729045546,0.12510521313075162,2.5131974685368985,0.12696471831470077,0.11665030908504966,0.0814655172413793,0.26253727126661935,0.16684843113702283,0.11014890282131662
2,PBE,10,11,Multitask,CT,1.0,0.10906338691711426,0.02699565887451172,0.014305598161964809,0.011695461418360451,4.775977900216277e-5,0.07351738890051303,9.709890627854225,0.8825360990603315,0.001322935568291748,847.2303729220262,0.6559039172397332,0.6065995500179415,0.1249226337058117,1.7828099897457275,0.7594273138641728,0.6959698092754812,0.5120297805642633,0.20542397364589873,0.1224844725046143,0.07974137931034483
2,PBE,20,20,Multitask,C,1.0,0.0006289482116699219,0.003389120101928711,0.027042857520830233,0.020497904384411632,3.0423020499999176e-5,0.15111745042340255,37.075473131632805,1.4330392296517407,0.003319452560211072,4369.946085976766,0.712828348591665,0.5976705723111633,0.12318070479195246,2.3855725459837953,0.10687878085552957,0.12139937890018457,0.08123040752351098,0.22894991880244972,0.11791558023027568,0.08013322884012539
2,PBE,20,21,Multitask,CT,1.0,0.21543312072753906,0.046286821365356445,0.012028226808174558,0.009600453199808224,8.968472667964779e-6,0.06720908601413839,15.121250309052778,0.621070125002303,0.0009690213422974967,1882.3490910492078,0.5185528888662795,0.4370546482156914,0.12297188975894188,1.6923180720931708,0.8205901153541216,0.7866339026748308,0.5996473354231975,0.1893611058198122,0.08575205812556763,0.058463949843260185
2,PBE,40,40,Multitask,C,1.0,0.001728057861328125,0.004330873489379883,0.019323306533795638,0.010314364513443832,1.3180550557139598e-5,0.1660886828392771,39.861702978663196,0.8893487600713164,0.0014381284820778955,9105.26071283512,0.5323614757214219,0.47945337819794986,0.11424147773591359,1.447361478071571,0.3355794376703257,0.4191749919432807,0.32045454545454544,0.3483970459786089,0.23982546216271644,0.15983542319749217
2,PBE,40,41,Multitask,CT,1.0,0.6175394058227539,0.06435298919677734,0.008895664005898038,0.004814644728391864,5.510184630116988e-6,0.0761976230984989,20.46472267798433,0.386015162940484,0.00013096753087867425,4675.122204890163,0.3950172224279323,0.3561663312075052,0.11404248463943342,1.034124243458299,0.8705213163128739,0.8515175929452437,0.6839341692789969,0.3227772077415602,0.1923538071660856,0.1282131661442006
2,PBE,80,80,Multitask,C,1.0,0.004918813705444336,0.006781101226806641,0.01495766865841964,0.009637720946247838,5.211487710993917e-5,0.15731817951032076,7.917919956219157,0.7844391104616504,0.0035584981631439903,457.9743551736375,0.4080536874490196,0.3562150902125165,0.09651730107873278,1.2694446222963351,0.5728313436855892,0.6296520229689743,0.46265673981191224,0.4112845024263578,0.20650030762019161,0.140987460815047
2,PBE,80,81,Multitask,CT,1.0,1.646597146987915,0.1298213005065918,0.0072240052350355435,0.004972217184878068,3.8424441167869824e-5,0.07068106353295812,5.745420211209602,0.3764347032233202,0.005643340731218379,784.2960692397401,0.3106618904082675,0.2736151192458839,0.09573612913494,0.9137505267917967,0.9264974128386506,0.9090231594058535,0.7599137931034483,0.35455837381903266,0.1341154454633346,0.08989028213166145
